epsilon,mean_clusters,std_clusters,min_clusters,max_clusters
0.05,5.0,0.0,5,5
0.1,5.0,0.0,5,5
0.15,5.0,0.0,5,5
0.2,5.0,0.0,5,5
0.25,5.0,0.0,5,5
0.3,2.45,0.4974937185533101,2,3
0.35,2.0,0.0,2,2
0.4,2.0,0.0,2,2
0.45,2.25,0.4330127018922193,2,3
0.5,2.05,0.21794494717703367,2,3
0.55,1.95,0.21794494717703372,1,2
0.6,1.65,0.4769696007084729,1,2
