source,target,correlation,abs_correlation,pairwise_n,p_value,sign
T12,S14,0.13226339591751216,0.13226339591751216,91,0.21138377348603507,positive
V01,V12,-0.1321656432126753,0.1321656432126753,91,0.21172448104950514,negative
T03,E06,-0.13213760933932728,0.13213760933932728,91,0.2118222623453588,negative
E02,E11,-0.13189106672317025,0.13189106672317025,91,0.21268357740909036,negative
T03,V10,-0.13156993461346175,0.13156993461346175,91,0.2138092007525486,negative
S13,V01,-0.13138904162084525,0.13138904162084525,91,0.2144451188836474,negative
T10,E15,-0.1313306713738915,0.1313306713738915,91,0.2146506016687615,negative
T13,E15,-0.13127133282148654,0.13127133282148654,91,0.21485963619734133,negative
T01,E12,0.13112129696568348,0.13112129696568348,91,0.215388817395759,positive
T01,T09,0.13069761148071588,0.13069761148071588,91,0.21688815111735596,positive
S10,V13,-0.1305733119519772,0.1305733119519772,91,0.21732941811305587,negative
E08,S02,-0.13047876197365627,0.13047876197365627,91,0.21766549809027325,negative
T02,V13,-0.1303310652858068,0.1303310652858068,91,0.2181912240017423,negative
S13,S15,0.13021816537470152,0.13021816537470152,91,0.21859369536998757,positive
T04,S04,-0.12997714043647274,0.12997714043647274,91,0.2194546670617919,negative
V04,V07,0.1299197859863166,0.1299197859863166,91,0.21965989642922154,positive
T04,E03,0.12984437485954295,0.12984437485954295,91,0.21992994337070584,positive
T13,E14,-0.1297342073612693,0.1297342073612693,91,0.22032487355051908,negative
T08,V14,-0.12961510251153732,0.12961510251153732,91,0.22075240475546629,negative
E06,E11,-0.12960743176264328,0.12960743176264328,91,0.2207799592173823,negative
S05,V10,-0.12952276296059542,0.12952276296059542,91,0.22108426311245982,negative
T01,V03,-0.1294900998773436,0.1294900998773436,91,0.2212017348250493,negative
T15,S01,-0.1294684105541292,0.1294684105541292,91,0.22127976406120575,negative
T13,E11,0.12944840807700944,0.12944840807700944,91,0.22135174190782073,positive
E15,S05,0.12910690602384986,0.12910690602384986,91,0.22258316423358837,positive
E07,E14,0.12889942054724338,0.12889942054724338,91,0.22333368624261515,positive
E10,V07,0.12851743133338156,0.12851743133338156,91,0.2247200784166643,positive
E05,S11,0.12850270053569054,0.12850270053569054,91,0.22477366317410347,positive
S11,V05,0.1283924261373141,0.1283924261373141,91,0.225175082441506,positive
E04,V11,0.1281684705524117,0.1281684705524117,91,0.2259918707935406,positive
S10,V04,0.12807656159527436,0.12807656159527436,91,0.22632767276609606,positive
T04,E11,-0.12806879271595564,0.12806879271595564,91,0.22635607346439204,negative
E01,E13,0.12802510483680232,0.12802510483680232,91,0.22651582982946517,positive
S03,S09,0.12786159228252358,0.12786159228252358,91,0.22711445875164155,positive
T02,S09,-0.12775888367081656,0.12775888367081656,91,0.22749104744459236,negative
T11,V05,-0.12764745734625746,0.12764745734625746,91,0.22790009483450357,negative
E04,S11,0.12749400721234105,0.12749400721234105,91,0.2284642549396607,positive
S01,S05,0.12737323816787743,0.12737323816787743,91,0.22890894985537277,positive
E14,S13,-0.127264038235817,0.127264038235817,91,0.22931156621382695,negative
T09,E09,-0.12713197434772713,0.12713197434772713,91,0.22979914265262769,negative
T07,S07,0.1266733318107946,0.1266733318107946,91,0.23149806748777257,positive
T14,S07,-0.12655933876289588,0.12655933876289588,91,0.23192168291676082,negative
T05,E12,-0.12644653112890464,0.12644653112890464,91,0.23234142545861158,negative
T15,S02,-0.12639036570750517,0.12639036570750517,91,0.23255060719466217,negative
E13,S08,0.12636642760478248,0.12636642760478248,91,0.2326398018538565,positive
T08,S02,-0.12628573512677665,0.12628573512677665,91,0.23294064213636254,negative
T13,E03,0.12618223690740954,0.12618223690740954,91,0.23332690446352053,positive
S12,V01,-0.1260135727503605,0.1260135727503605,91,0.23395732663437013,negative
E13,V03,-0.12588209057457347,0.12588209057457347,91,0.234449594712233,negative
T01,E07,-0.12576662690572524,0.12576662690572524,91,0.23488248405072118,negative
T11,E12,-0.12564613119351242,0.12564613119351242,91,0.2353348321445266,negative
T07,E02,0.12546444373194993,0.12546444373194993,91,0.2360180431290411,positive
E11,S01,0.12540427334386167,0.12540427334386167,91,0.2362446093996785,positive
E02,S12,-0.12537881670731488,0.12537881670731488,91,0.23634050961446393,negative
V03,V06,0.12531013922982978,0.12531013922982978,91,0.23659936631150394,positive
S04,S14,0.1252484139352726,0.1252484139352726,91,0.23683218716509305,positive
T07,E14,-0.1251961416998766,0.1251961416998766,91,0.2370294765959531,negative
T13,S08,0.1251941411832225,0.1251941411832225,91,0.23703702934994655,positive
T03,E02,0.12516227699340302,0.12516227699340302,91,0.23715735200717533,positive
T11,S13,0.12503584172691748,0.12503584172691748,91,0.23763520351323364,positive
T11,V07,-0.1245026627802386,0.1245026627802386,91,0.23965766098897104,negative
T05,S14,-0.12391082740636984,0.12391082740636984,91,0.24191654960369033,negative
E06,E07,0.12389740030925826,0.12389740030925826,91,0.2419679677629915,positive
S07,S13,-0.12386638423339781,0.12386638423339781,91,0.2420867706213411,negative
S13,V02,-0.12386398937445266,0.12386398937445266,91,0.24209594548004273,negative
T12,S06,-0.12371014997764401,0.12371014997764401,91,0.24268581804297734,negative
E09,V03,-0.12367040871254631,0.12367040871254631,91,0.24283836089576102,negative
T03,S06,-0.1235219386565871,0.1235219386565871,91,0.24340883444991893,negative
T12,E15,-0.1235204631835213,0.1235204631835213,91,0.24341450837184062,negative
T15,S03,-0.12350059738723498,0.12350059738723498,91,0.24349091105612958,negative
E07,V05,-0.12323414974282536,0.12323414974282536,91,0.24451725416239828,negative
E07,S05,-0.12323016699608168,0.12323016699608168,91,0.24453261811622226,negative
S05,V06,0.12315198346673889,0.12315198346673889,91,0.24483435595984157,positive
T04,V02,-0.12299531263016916,0.12299531263016916,91,0.24543977686014692,negative
S09,V12,0.12279409151018619,0.12279409151018619,91,0.24621886592838402,positive
E12,V01,-0.12239745140489691,0.12239745140489691,91,0.24775956493943657,negative
S07,S08,-0.12230617060517247,0.12230617060517247,91,0.24811507071772293,negative
E05,S13,-0.12227505517150354,0.12227505517150354,91,0.24823633425164657,negative
E02,V12,-0.12203271049050038,0.12203271049050038,91,0.24918219864207192,negative
S05,V02,-0.12201096057214653,0.12201096057214653,91,0.24926720889886106,negative
T04,V13,-0.12176558931118793,0.12176558931118793,91,0.2502276309980515,negative
T01,V07,-0.12150720104817656,0.12150720104817656,91,0.25124174663020193,negative
V01,V15,0.12147414720295571,0.12147414720295571,91,0.25137167859537063,positive
S11,V15,0.12130179875052408,0.12130179875052408,91,0.25204991283033146,positive
V02,V14,0.12127910417623668,0.12127910417623668,91,0.2521393150145004,positive
S04,S06,0.12092415663149322,0.12092415663149322,91,0.2535404109140808,positive
E03,E05,-0.12058028273227817,0.12058028273227817,91,0.2549028687279046,negative
E02,E08,0.12029850632070635,0.12029850632070635,91,0.2560230154346775,positive
E06,V03,-0.12021392259829855,0.12021392259829855,91,0.25635991638077865,negative
T07,S11,-0.12011613741848723,0.12011613741848723,91,0.25674977640728974,negative
S05,S14,0.12011518067228226,0.12011518067228226,91,0.2567535928593143,positive
E01,V04,-0.12003329398344242,0.12003329398344242,91,0.2570803815954672,negative
S14,V06,0.11997291809240695,0.11997291809240695,91,0.25732150793461034,positive
T10,V11,-0.11982939593966159,0.11982939593966159,91,0.25789531890513506,negative
S15,V06,0.11981950407430123,0.11981950407430123,91,0.25793489933934566,positive
E01,V14,0.11977075797041335,0.11977075797041335,91,0.2581300081689932,positive
S15,V11,0.11975227512690312,0.11975227512690312,91,0.25820401301201645,positive
T14,S15,-0.11945357150063873,0.11945357150063873,91,0.2594020203224488,negative
T09,T11,0.11922122714328567,0.11922122714328567,91,0.26033649389527114,positive
E03,S13,-0.11916850861199094,0.11916850861199094,91,0.26054884265875744,negative
S01,S07,0.11884335076545303,0.11884335076545303,91,0.26186117300937495,positive
E06,V14,-0.11870171331233408,0.11870171331233408,91,0.2624342203244783,negative
E03,E04,-0.1185446523509273,0.1185446523509273,91,0.2630706640432478,negative
S08,S09,0.11852182300614197,0.11852182300614197,91,0.263163260404732,positive
E01,S11,0.11791787829109829,0.11791787829109829,91,0.2656209067276522,positive
T07,S08,0.117876400959767,0.117876400959767,91,0.26579025966870773,positive
S01,V08,-0.11784361595875002,0.11784361595875002,91,0.26592417331843937,negative
S11,V08,0.11772741758977184,0.11772741758977184,91,0.26639916496223975,positive
T08,S11,-0.11760723617827991,0.11760723617827991,91,0.26689104177545886,negative
T11,S03,0.11756225584865189,0.11756225584865189,91,0.2670752944695504,positive
E07,S12,-0.11736991975986558,0.11736991975986558,91,0.2678641296835769,negative
T10,S03,0.11711062377252442,0.11711062377252442,91,0.2689300790367485,positive
E02,V14,-0.11697471562704466,0.11697471562704466,91,0.2694899307440559,negative
S02,S14,-0.11694637155105145,0.11694637155105145,91,0.2696067886007894,negative
E13,V15,-0.11686082451402703,0.11686082451402703,91,0.26995969185800034,negative
T08,V08,-0.1167203616277294,0.1167203616277294,91,0.2705398122058844,negative
T10,E14,-0.11671591412463442,0.11671591412463442,91,0.2705581943772409,negative
T15,E04,-0.11650744489303534,0.11650744489303534,91,0.2714207721738965,negative
T02,T14,0.11640993410188011,0.11640993410188011,91,0.27182487500007896,positive
T04,V15,-0.11640772215653294,0.11640772215653294,91,0.27183404640707726,negative
E09,S12,0.11638909470435667,0.11638909470435667,91,0.2719112898260388,positive
T06,S05,-0.11623887413957106,0.11623887413957106,91,0.2725347571253731,negative
T09,S15,-0.11623517069445133,0.11623517069445133,91,0.2725501398387724,negative
E10,S02,-0.11609475580398883,0.11609475580398883,91,0.27313380115693814,negative
S10,V11,0.11603807403050091,0.11603807403050091,91,0.2733696476589786,positive
S15,V01,-0.1156695315549254,0.1156695315549254,91,0.2749064493336287,negative
T04,T09,-0.11534295459674775,0.11534295459674775,91,0.2762730937437846,negative
T01,V14,-0.11528183266838647,0.11528183266838647,91,0.2765293790574672,negative
S07,V09,0.11523938506607331,0.11523938506607331,91,0.2767074563095876,positive
T10,V01,-0.11519346301597422,0.11519346301597422,91,0.27690019616350686,negative
T08,E09,-0.11518872936306754,0.11518872936306754,91,0.27692006893311216,negative
E02,S11,-0.11511395960661996,0.11511395960661996,91,0.2772340932379399,negative
E13,V09,-0.11476852773297401,0.11476852773297401,91,0.2786879621832206,negative
T10,E13,-0.11428048067861309,0.11428048067861309,91,0.280750753261734,negative
S06,V05,0.11410580147685544,0.11410580147685544,91,0.28149152680062167,positive
S08,V08,-0.11407009177427158,0.11407009177427158,91,0.2816431236389332,negative
T07,S01,0.1140034011853447,0.1140034011853447,91,0.28192638806002424,positive
T02,V14,-0.1139241017032289,0.1139241017032289,91,0.2822634551739961,negative
T03,T13,0.11387449672458794,0.11387449672458794,91,0.28247444057079113,positive
E04,S03,0.11366197713939716,0.11366197713939716,91,0.28337954190162373,positive
S07,V13,0.11358503653414162,0.11358503653414162,91,0.28370770044474736,positive
S05,V01,0.11347379324571837,0.11347379324571837,91,0.2841826100925193,positive
E06,S05,-0.11341606270382525,0.11341606270382525,91,0.28442927638679233,negative
T08,T14,0.11322836095748455,0.11322836095748455,91,0.28523225700291105,positive
T07,T13,-0.11314487802816818,0.11314487802816818,91,0.28558987731972396,negative
E12,S06,-0.1130413314935405,0.1130413314935405,91,0.28603385896587785,negative
E06,V04,-0.11233767048829091,0.11233767048829091,91,0.2890631205434763,negative
E02,E12,-0.11220576700920795,0.11220576700920795,91,0.2896333212699176,negative
S01,V14,-0.11216390067704772,0.11216390067704772,91,0.28981445926387245,negative
S06,V11,0.1121240725253092,0.1121240725253092,91,0.2899868484849491,positive
E04,V05,0.1118549441048611,0.1118549441048611,91,0.29115350215230806,positive
S03,S12,0.11176159014334121,0.11176159014334121,91,0.29155890904331855,positive
T07,S10,0.11170761431820872,0.11170761431820872,91,0.2917934791664122,positive
E12,V08,-0.11155316624268131,0.11155316624268131,91,0.2924653738641595,negative
T13,V14,-0.11145274108864306,0.11145274108864306,91,0.2929028004588443,negative
T06,V10,-0.11145226036012092,0.11145226036012092,91,0.29290489542856196,negative
E13,S01,0.11118766386884918,0.11118766386884918,91,0.2940594826699955,positive
T14,V11,0.11099870959519524,0.11099870959519524,91,0.29488583295589466,positive
T14,V03,-0.11081020817445934,0.11081020817445934,91,0.2957117253693648,negative
E05,E11,0.11057077737128057,0.11057077737128057,91,0.29676295050925844,positive
T08,S04,-0.11056643195497882,0.11056643195497882,91,0.29678205180829587,negative
S11,V03,-0.11048185742850618,0.11048185742850618,91,0.2971539799922819,negative
V12,V13,0.11043538537525922,0.11043538537525922,91,0.29735847763231127,positive
T06,E07,-0.11034870026618732,0.11034870026618732,91,0.29774017762581173,negative
E09,V13,-0.11029733919509596,0.11029733919509596,91,0.297966487278746,negative
T15,S06,-0.1102915701182288,0.1102915701182288,91,0.29799191432152916,negative
E11,V15,0.10974487666331999,0.10974487666331999,91,0.30040791609333267,positive
T07,S04,-0.10944637601593821,0.10944637601593821,91,0.3017324813194998,negative
T15,S05,0.1093954735134333,0.1093954735134333,91,0.3019587366519317,positive
S15,V15,-0.10938607753637744,0.10938607753637744,91,0.3020005127406039,negative
T12,V07,-0.10919901918519975,0.10919901918519975,91,0.3028329924381881,negative
T05,V11,0.1091982177771464,0.1091982177771464,91,0.30283656222800626,positive
T09,V13,-0.10917294955734382,0.10917294955734382,91,0.30294913102284493,negative
E02,V07,-0.10895832737319962,0.10895832737319962,91,0.30390636586070385,negative
E08,V04,0.1086543555576855,0.1086543555576855,91,0.3052654842449336,positive
S04,V08,-0.10857504710260454,0.10857504710260454,91,0.30562073910530285,negative
T06,V09,0.1084343592164351,0.1084343592164351,91,0.3062516002969952,positive
T07,V15,-0.10841737180103823,0.10841737180103823,91,0.30632783125079277,negative
E11,E12,0.10827979908801563,0.10827979908801563,91,0.3069456436118651,positive
S13,V09,-0.10810283394951284,0.10810283394951284,91,0.30774155185653607,negative
E04,V12,-0.10805763090432446,0.10805763090432446,91,0.3079450695672207,negative
S06,V04,0.10805676260069051,0.10805676260069051,91,0.3079489797882393,positive
T05,T14,0.10801543620603728,0.10801543620603728,91,0.30813512177758623,positive
T03,T09,0.10783236171007925,0.10783236171007925,91,0.30896060422598726,positive
T04,V12,-0.10782826171019345,0.10782826171019345,91,0.3089791075516688,negative
T10,S11,-0.10780081468204097,0.10780081468204097,91,0.30910299471019076,negative
E07,V02,-0.10770909583387223,0.10770909583387223,91,0.3095172185211117,negative
T15,S09,-0.1074802461877566,0.1074802461877566,91,0.31055232839920505,negative
T06,E15,0.10727940405528012,0.10727940405528012,91,0.3114626058296301,positive
T04,E09,0.10699735973352704,0.10699735973352704,91,0.3127438331192629,positive
S11,V09,0.1067227995344457,0.1067227995344457,91,0.31399433559603684,positive
E11,V04,0.10664839838193553,0.10664839838193553,91,0.31433375655700274,positive
S09,V01,-0.10664372572141108,0.10664372572141108,91,0.31435508132928275,negative
E13,S13,-0.10658091237494281,0.10658091237494281,91,0.31464183541343776,negative
E05,V04,-0.1064998268637476,0.1064998268637476,91,0.31501225504628505,negative
T05,S07,0.10642526399062119,0.10642526399062119,91,0.3153531261057724,positive
E08,S07,0.10625256462236238,0.10625256462236238,91,0.3161435516331657,positive
T12,S07,-0.10590081493025648,0.10590081493025648,91,0.3177574204109986,negative
S06,S12,-0.1058601436573758,0.1058601436573758,91,0.3179443667075173,negative
T04,S09,-0.1058234565329559,0.1058234565329559,91,0.3181130605525151,negative
S07,V15,0.10568117999204091,0.10568117999204091,91,0.31876781823760786,positive
T12,E07,-0.10562954007219143,0.10562954007219143,91,0.319005679917542,negative
E14,V05,-0.10538221975824542,0.10538221975824542,91,0.3201464594965564,negative
S11,V11,-0.10518203436064547,0.10518203436064547,91,0.321071744184111,negative
E03,S07,-0.10483093831469786,0.10483093831469786,91,0.32269870165195386,negative
E08,S04,-0.10482634484493256,0.10482634484493256,91,0.322720022476023,negative
T05,S13,0.10478989463213693,0.10478989463213693,91,0.3228892400133321,positive
V02,V12,0.10473599950352808,0.10473599950352808,91,0.3231395485416621,positive
T12,S04,0.1046498663103999,0.1046498663103999,91,0.3235398404395663,positive
T07,S06,-0.10462717364579924,0.10462717364579924,91,0.3236453542518415,negative
T03,S02,0.10446310876496102,0.10446310876496102,91,0.3244088604137556,positive
S01,V05,-0.10439658918909366,0.10439658918909366,91,0.32471874971361686,negative
V10,V11,0.10427485913714307,0.10427485913714307,91,0.32528633382475786,positive
T14,S02,-0.1039654630625668,0.1039654630625668,91,0.32673179172360234,negative
T12,E02,0.10396224913711355,0.10396224913711355,91,0.32674682825373635,positive
T01,E04,0.10393080581333622,0.10393080581333622,91,0.3268939609130125,positive
T09,E12,-0.10388384697914356,0.10388384697914356,91,0.3271137740054332,negative
E15,S12,-0.10381427673922536,0.10381427673922536,91,0.3274396038993872,negative
V02,V08,0.10377952130035656,0.10377952130035656,91,0.32760245738480004,positive
S15,V14,-0.10371279050023595,0.10371279050023595,91,0.32791528258806685,negative
T11,E08,-0.10356101757341397,0.10356101757341397,91,0.32862748328420677,negative
T15,E12,-0.10336148845778229,0.10336148845778229,91,0.3295652807094172,negative
E15,S14,-0.10334115299357151,0.10334115299357151,91,0.3296609540655798,negative
E02,S02,0.10320055124531123,0.10320055124531123,91,0.33032293446662625,positive
T02,E04,0.10301560565708172,0.10301560565708172,91,0.33119498137893655,positive
V05,V09,0.102986804536748,0.102986804536748,91,0.3313309146810838,positive
S04,S15,-0.10261700035381514,0.10261700035381514,91,0.33307943814645036,negative
S14,V14,0.10259198201949626,0.10259198201949626,91,0.33319794194672975,positive
S05,V04,0.10245299329697256,0.10245299329697256,91,0.33385677382779144,positive
T03,S07,-0.10232676752942037,0.10232676752942037,91,0.33445582214781816,negative
T13,S02,-0.10201513341621882,0.10201513341621882,91,0.3359377048115153,negative
S06,V07,0.10185963333808228,0.10185963333808228,91,0.33667869005083545,positive
T09,S10,0.10153400142214809,0.10153400142214809,91,0.33823372821249625,positive
T08,V06,-0.10110587722164523,0.10110587722164523,91,0.34028509990778993,negative
T10,E12,-0.10084739693396357,0.10084739693396357,91,0.3415274031180884,negative
T15,S13,0.1007992736056547,0.1007992736056547,91,0.3417590072495724,positive
V10,V14,-0.1007531197002985,0.1007531197002985,91,0.34198122588435986,negative
T01,E13,0.10074549596189686,0.10074549596189686,91,0.34201794087541604,positive
E01,E11,0.10068624433392073,0.10068624433392073,91,0.3423033739512917,positive
S05,S10,-0.10065117400184131,0.10065117400184131,91,0.34247238891307785,negative
S14,V03,0.1006367955914917,0.1006367955914917,91,0.3425416981537146,positive
E06,V07,-0.10061370293204339,0.10061370293204339,91,0.34265303173655987,negative
E07,V12,0.10057866085619088,0.10057866085619088,91,0.3428220188888151,positive
T02,T12,-0.10048184136349586,0.10048184136349586,91,0.34328919404098657,negative
E07,S15,-0.1000362421364251,0.1000362421364251,91,0.34544445849553695,negative
S10,V14,-0.09986339192063276,0.09986339192063276,91,0.34628277404572877,negative
T11,S15,-0.09980246606825027,0.09980246606825027,91,0.3465785649586939,negative
T06,E03,-0.09977222229494631,0.09977222229494631,91,0.3467254551604681,negative
T02,V11,0.09947671116044143,0.09947671116044143,91,0.348162765148355,positive
T09,S07,-0.09930462163800154,0.09930462163800154,91,0.34900148874241316,negative
S09,S13,0.0992723639395077,0.0992723639395077,91,0.34915884540562975,positive
E01,S08,-0.09926327108901432,0.09926327108901432,91,0.3492032093484389,negative
T15,V05,-0.09924767729557152,0.09924767729557152,91,0.3492792995294756,negative
S06,S13,-0.09896530315517388,0.09896530315517388,91,0.35065893894597716,negative
S14,V04,-0.09865745885662218,0.09865745885662218,91,0.3521668860787142,negative
T01,V08,-0.09858739859000272,0.09858739859000272,91,0.35251063276110745,negative
S09,V15,-0.09855536571873971,0.09855536571873971,91,0.35266786971872116,negative
S15,V05,-0.09849450377194957,0.09849450377194957,91,0.3529667376010299,negative
T04,T10,0.09847202711539042,0.09847202711539042,91,0.3530771509856266,positive
E10,S14,0.09828583270766875,0.09828583270766875,91,0.3539926301527457,positive
E06,E14,0.09817453447455089,0.09817453447455089,91,0.35454056382330207,positive
T01,T13,-0.09814697556335764,0.09814697556335764,91,0.3546763207125056,negative
E14,S01,0.09799158082813242,0.09799158082813242,91,0.35544240848476366,positive
E07,V14,0.09791660867844958,0.09791660867844958,91,0.3558123839178456,positive
T09,V15,0.09787288339250272,0.09787288339250272,91,0.35602827131766096,positive
T09,E05,0.09748919819545952,0.09748919819545952,91,0.35792614304820336,positive
S06,S08,-0.09720662412254566,0.09720662412254566,91,0.35932786968398667,negative
E11,E13,-0.09686233032604855,0.09686233032604855,91,0.3610403365571201,negative
E12,S10,-0.09668465389217257,0.09668465389217257,91,0.36192603822279973,negative
T09,T13,-0.09656364376930017,0.09656364376930017,91,0.36253002876097806,negative
T15,E13,-0.09640550206194931,0.09640550206194931,91,0.36332028665382554,negative
E12,S11,-0.09629461507124842,0.09629461507124842,91,0.3638750370918672,negative
E03,E09,0.09622054710433423,0.09622054710433423,91,0.3642458775687151,positive
E07,S08,-0.09598451640612109,0.09598451640612109,91,0.36542917493105415,negative
E11,S13,-0.09566862546604656,0.09566862546604656,91,0.3670165240812944,negative
E11,S08,0.09538754508250172,0.09538754508250172,91,0.368432496659011,positive
V03,V15,0.09525459545709171,0.09525459545709171,91,0.3691034073199983,positive
S06,V02,0.09498813153731663,0.09498813153731663,91,0.3704503249825339,positive
T10,V13,0.09492955113139795,0.09492955113139795,91,0.3707468381379555,positive
E13,S12,-0.09488934821457182,0.09488934821457182,91,0.3709504147726502,negative
E01,S01,-0.09476019233716089,0.09476019233716089,91,0.37160488639321687,negative
T13,S12,-0.09468414722538611,0.09468414722538611,91,0.37199055890129945,negative
S10,S15,-0.09459120400456014,0.09459120400456014,91,0.37246226348465655,negative
E04,V14,0.09453604209247086,0.09453604209247086,91,0.37274239293686584,positive
E08,V03,0.09453265315137344,0.09453265315137344,91,0.3727596072226562,positive
S04,V13,0.09442694254581624,0.09442694254581624,91,0.3732968122739359,positive
S05,V07,-0.09435179690880702,0.09435179690880702,91,0.3736789772273801,negative
E05,E13,0.09425388974583815,0.09425388974583815,91,0.374177256435982,positive
T15,V10,-0.0940598790978677,0.0940598790978677,91,0.3751658281385747,negative
T05,V05,-0.09394738352258533,0.09394738352258533,91,0.37573976972213724,negative
T03,T08,-0.09385876211781022,0.09385876211781022,91,0.3761922826946619,negative
E12,V07,-0.09375485421126858,0.09375485421126858,91,0.37672327154690466,negative
T03,E12,-0.09374016863061982,0.09374016863061982,91,0.3767983542504014,negative
T06,S06,-0.09369760482001192,0.09369760482001192,91,0.3770160207312869,negative
T07,S05,-0.09313292076640158,0.09313292076640158,91,0.37991095917556733,negative
E04,V07,0.09295935140277695,0.09295935140277695,91,0.38080348066345315,positive
S08,S12,0.09294481219821327,0.09294481219821327,91,0.38087830099772646,positive
E06,V12,-0.0928136798779101,0.0928136798779101,91,0.3815535231260849,negative
S02,S06,0.0927881859595654,0.0927881859595654,91,0.381684879338059,positive
T02,V02,0.09265299149576363,0.09265299149576363,91,0.3823819181535763,positive
T01,V09,-0.09242974603972866,0.09242974603972866,91,0.3835346103596341,negative
T06,T11,-0.09218632399452403,0.09218632399452403,91,0.38479386188623144,negative
E11,S09,0.09212140534700447,0.09212140534700447,91,0.3851301131545453,positive
E10,V12,-0.09210316716031032,0.09210316716031032,91,0.3852246110431621,negative
E08,V01,0.09201984892904694,0.09201984892904694,91,0.38565648664964786,positive
S06,S11,0.09192110692465169,0.09192110692465169,91,0.3861686868653707,positive
S14,V11,-0.09189570233891113,0.09189570233891113,91,0.3863005330019491,negative
T08,S05,0.09174176824593777,0.09174176824593777,91,0.38710000633728797,positive
E04,S08,-0.09166460928027273,0.09166460928027273,91,0.3875011127266103,negative
T11,E05,-0.09154626694780389,0.09154626694780389,91,0.3881167922153256,negative
T07,V14,0.09137725035126987,0.09137725035126987,91,0.3889971212297996,positive
S14,V02,-0.09131639943606776,0.09131639943606776,91,0.38931435766938355,negative
S13,V15,-0.091225177721484,0.091225177721484,91,0.38979021713265016,negative
T11,T13,0.09115020988643661,0.09115020988643661,91,0.39018154815650113,positive
E15,V08,-0.09102386923008723,0.09102386923008723,91,0.3908415755181534,negative
T11,V08,-0.09080590697614423,0.09080590697614423,91,0.3919818172861657,negative
E09,E15,-0.09069620215595002,0.09069620215595002,91,0.3925564738024925,negative
S01,V06,0.09048656441862855,0.09048656441862855,91,0.3936559950456281,positive
T13,V11,-0.09028599196629741,0.09028599196629741,91,0.3947096841513054,negative
S06,V09,0.09028123519489759,0.09028123519489759,91,0.39473469375449166,positive
T14,E07,-0.09023529600329373,0.09023529600329373,91,0.3949762760114322,negative
E05,E12,-0.09020676033291304,0.09020676033291304,91,0.39512638191477584,negative
S07,S10,-0.0901606701088213,0.0901606701088213,91,0.3953689014481087,negative
T07,V02,0.09006658914149952,0.09006658914149952,91,0.3958642151619466,positive
E05,S07,0.0900625700504341,0.0900625700504341,91,0.39588538291481545,positive
T10,V03,-0.08983390353435197,0.08983390353435197,91,0.3970908305401318,negative
V11,V15,-0.08979460165624112,0.08979460165624112,91,0.39729823487122745,negative
E09,V05,-0.08927732272021904,0.08927732272021904,91,0.40003400586262644,negative
E04,S14,0.08910366711859047,0.08910366711859047,91,0.4009549212076781,positive
E07,E15,0.08906722966998976,0.08906722966998976,91,0.4011483118751251,positive
S08,V14,-0.08906297327608215,0.08906297327608215,91,0.4011709061492415,negative
S08,V03,-0.08902039337820836,0.08902039337820836,91,0.40139697494524207,negative
E01,S02,-0.08893924430000472,0.08893924430000472,91,0.401828026598778,negative
E13,S09,-0.08889641187365012,0.08889641187365012,91,0.40205565602532956,negative
T15,S11,0.08866577205583098,0.08866577205583098,91,0.40328267893203695,positive
S07,S15,0.0885891928154672,0.0885891928154672,91,0.4036905739289785,positive
E07,S04,-0.0885492170200564,0.0885492170200564,91,0.40390359917317914,negative
S04,S05,0.088540442858663,0.088540442858663,91,0.4039503642638709,positive
E13,V14,-0.08849451813347431,0.08849451813347431,91,0.4041951887968638,negative
T06,S04,0.08832595269420652,0.08832595269420652,91,0.40509455835584024,positive
S03,S08,-0.08770434684353391,0.08770434684353391,91,0.4084212434711388,negative
E15,S01,0.08768988130167787,0.08768988130167787,91,0.408498849498561,positive
T05,E07,-0.087687718937686,0.087687718937686,91,0.40851045108307565,negative
E10,V08,-0.08764537201801545,0.08764537201801545,91,0.4087376910028598,negative
E02,V10,-0.08739785601529654,0.08739785601529654,91,0.41006737802365933,negative
T03,V15,0.0873894292992557,0.0873894292992557,91,0.4101126918437657,positive
S03,V05,0.08727721696250201,0.08727721696250201,91,0.4107163812527921,positive
E11,V06,0.08719186536934359,0.08719186536934359,91,0.41117591018452554,positive
S02,V15,-0.08683617331855559,0.08683617331855559,91,0.4130941672310997,negative
E01,S15,-0.08670787275490602,0.08670787275490602,91,0.41378737244234626,negative
E13,S10,0.0866779237370209,0.0866779237370209,91,0.4139492837241895,positive
S03,S07,-0.0866318299923564,0.0866318299923564,91,0.4141985491096409,negative
V03,V05,0.08640692039828665,0.08640692039828665,91,0.415416064861899,positive
S11,V04,0.08636256828842921,0.08636256828842921,91,0.4156564037228337,positive
E04,S10,-0.0861882899316086,0.0861882899316086,91,0.4166015791085646,negative
E14,V09,0.08614681216410054,0.08614681216410054,91,0.4168267117200825,positive
T13,V09,-0.08614282941735232,0.08614282941735232,91,0.41684833294406803,negative
S05,V05,0.08602643045476632,0.08602643045476632,91,0.4174805176626878,positive
E09,V07,0.08586130164142303,0.08586130164142303,91,0.4183783156315603,positive
T04,S05,-0.08579428026890855,0.08579428026890855,91,0.4187430263786494,negative
E13,S14,-0.08576230285171246,0.08576230285171246,91,0.41891710293769235,negative
T01,V13,-0.08569004882418581,0.08569004882418581,91,0.4193105887478665,negative
