source,target,correlation,abs_correlation,pairwise_n,p_value,sign
V04,V13,0.2801287235088853,0.2801287235088853,91,0.007158304534522158,positive
E13,V02,-0.27940151583331524,0.27940151583331524,91,0.007315837507306511,negative
S02,S04,0.27892009866260875,0.27892009866260875,91,0.007421800204292457,positive
E02,S09,-0.27795123965203555,0.27795123965203555,91,0.007639161289000692,negative
E08,S12,-0.2775742322698861,0.2775742322698861,91,0.007725246056360724,negative
V06,V12,0.2775175831973981,0.2775175831973981,91,0.007738254715068705,positive
V03,V10,0.2774344106918139,0.2774344106918139,91,0.007757389066379836,positive
E13,V01,-0.27720761326017895,0.27720761326017895,91,0.007809777134980055,negative
S10,V12,-0.2747322769303085,0.2747322769303085,91,0.008402133837862745,negative
T08,E11,-0.27138840889671495,0.27138840889671495,91,0.009264884519439786,negative
E15,S13,-0.2711233253919274,0.2711233253919274,91,0.009336490345800997,negative
T05,S11,0.2701056970179018,0.2701056970179018,91,0.009615905442081565,positive
E15,V15,0.2691534065075746,0.2691534065075746,91,0.00988399055659272,positive
T09,V10,-0.26681507211515676,0.26681507211515676,91,0.010570213108835678,negative
T04,T14,0.2661154788764017,0.2661154788764017,91,0.010783455118099203,positive
E13,S06,-0.26587173635457323,0.26587173635457323,91,0.010858627957372495,negative
T06,E14,0.26577913018301524,0.26577913018301524,91,0.010887308497532165,positive
E08,S13,-0.2651509721330731,0.2651509721330731,91,0.011083604605413667,negative
T04,S08,-0.2647694826277832,0.2647694826277832,91,0.011204320504356652,negative
E10,S06,0.26458334992870625,0.26458334992870625,91,0.011263634537857774,positive
E14,V10,-0.2643218122171302,0.2643218122171302,91,0.011347440576334834,negative
S02,V14,-0.26421226247059404,0.26421226247059404,91,0.011382705618249743,negative
V07,V09,0.26410773176987906,0.26410773176987906,91,0.011416444108903925,positive
E03,E07,-0.2640356822521557,0.2640356822521557,91,0.011439749690919848,negative
V04,V15,0.2634670918596857,0.2634670918596857,91,0.011625130372958111,positive
E06,S10,0.2630807650395906,0.2630807650395906,91,0.011752576535706567,positive
V03,V12,0.2618068139013233,0.2618068139013233,91,0.012181514545671672,positive
E10,E15,0.26170684788243415,0.26170684788243415,91,0.012215742786140545,positive
T02,V07,-0.2613781199543282,0.2613781199543282,91,0.012328890147591337,negative
T14,V05,-0.26090991286801934,0.26090991286801934,91,0.012491620997191479,negative
E15,S02,-0.2604974417026779,0.2604974417026779,91,0.012636525991444497,negative
T15,S04,-0.2602131439464011,0.2602131439464011,91,0.012737251979844915,negative
E01,E09,0.2596830074798818,0.2596830074798818,91,0.012926944768442724,positive
E13,V13,-0.2585476984391764,0.2585476984391764,91,0.013341460847354438,negative
E11,V09,0.25813557047140323,0.25813557047140323,91,0.013494765725432439,positive
T06,S07,0.25728043413612783,0.25728043413612783,91,0.013817750439146181,positive
T12,S05,0.25668770873737534,0.25668770873737534,91,0.014045540751384393,positive
S09,V03,0.25602373716668597,0.25602373716668597,91,0.014304573909971313,positive
T09,T10,-0.25563763071269135,0.25563763071269135,91,0.014457101146417229,negative
E03,S09,-0.25444444602636845,0.25444444602636845,91,0.014937400071371567,negative
E12,S05,-0.2543748564386773,0.2543748564386773,91,0.014965833869025752,negative
E05,V11,-0.25360318954564726,0.25360318954564726,91,0.015284286135205442,negative
T13,E08,-0.2522978527545781,0.2522978527545781,91,0.015836331241268573,negative
T09,E08,-0.2516974295144814,0.2516974295144814,91,0.016095992608096077,negative
T07,E12,-0.25139186494764326,0.25139186494764326,91,0.0162295449756246,negative
E03,E10,-0.25074770854750544,0.25074770854750544,91,0.016514223936940235,negative
T05,S05,0.24997013232565124,0.24997013232565124,91,0.016863600783713944,positive
T08,E08,-0.24815131950689037,0.24815131950689037,91,0.017705815822136598,negative
E09,E14,-0.24788336412347503,0.24788336412347503,91,0.017832907049249582,negative
T08,E10,-0.24662793364895283,0.24662793364895283,91,0.018438874986431146,negative
T10,T14,0.24622969594381103,0.24622969594381103,91,0.018634759666984295,positive
T07,E10,-0.24616659111913053,0.24616659111913053,91,0.018665963282768625,negative
T05,S02,-0.24614116429724675,0.24614116429724675,91,0.018678548847564657,negative
T11,T12,0.24595099383238148,0.24595099383238148,91,0.018772909504829995,positive
S07,V04,0.2451706701644702,0.2451706701644702,91,0.019164401960286126,positive
E15,V02,0.24508823878542452,0.24508823878542452,91,0.019206164961244398,positive
T14,V06,-0.2448851982415821,0.2448851982415821,91,0.019309366984747812,negative
S04,S12,0.2447639339866845,0.2447639339866845,91,0.01937123045144163,positive
T07,E07,-0.24449303240851664,0.24449303240851664,91,0.01951004725397913,negative
T13,S09,-0.24386562352219524,0.24386562352219524,91,0.019834831325358102,negative
T01,E02,0.24381958947685617,0.24381958947685617,91,0.019858842936899414,positive
V06,V15,0.24373690652913468,0.24373690652913468,91,0.01990203346320283,positive
E07,E12,0.2437326517752644,0.2437326517752644,91,0.019904258168944495,positive
T13,E04,-0.2437259576297383,0.2437259576297383,91,0.019907758804357988,negative
E06,S03,-0.24334463026617412,0.24334463026617412,91,0.020108044249112507,negative
T11,S14,0.24330147358598553,0.24330147358598553,91,0.02013082004123964,positive
E07,V07,0.24251632973372741,0.24251632973372741,91,0.020549057020929712,positive
T05,T15,0.2424884416143689,0.2424884416143689,91,0.020564048662000328,positive
E09,V06,-0.24146953442549343,0.24146953442549343,91,0.021118241822823354,negative
S01,S14,0.2407852133462183,0.2407852133462183,91,0.021497588617482175,positive
E09,S02,0.23991668930180554,0.23991668930180554,91,0.021987431892004215,positive
S12,V06,-0.23904385650333865,0.23904385650333865,91,0.022489290061078294,negative
E08,E15,0.23858870842419444,0.23858870842419444,91,0.02275484994800691,positive
T09,S06,-0.23660577485686912,0.23660577485686912,91,0.023943283942018497,negative
T08,E15,-0.23651156735990952,0.23651156735990952,91,0.024001038042584202,negative
S03,S04,0.2355771145542164,0.2355771145542164,91,0.02458036562504881,positive
T12,E01,-0.23475275878669477,0.23475275878669477,91,0.025101282852709416,negative
E09,V04,-0.2336271065372887,0.2336271065372887,91,0.025827742148939094,negative
E07,V04,-0.23333067825026305,0.23333067825026305,91,0.02602199367687173,negative
E11,V07,0.23319312687284244,0.23319312687284244,91,0.02611255292843649,positive
T01,V10,-0.23313474680217275,0.23313474680217275,91,0.026151069292641337,negative
E11,S15,-0.23281434902785944,0.23281434902785944,91,0.026363312791822573,negative
V07,V14,0.23264520908779382,0.23264520908779382,91,0.026475946279376716,positive
S15,V07,-0.23223154664688572,0.23223154664688572,91,0.026753135034428364,negative
T04,V07,-0.23127932321682926,0.23127932321682926,91,0.02740058034177055,negative
V03,V04,0.23120454980142696,0.23120454980142696,91,0.027451978971836967,positive
T10,T13,0.2311380493234853,0.2311380493234853,91,0.027497759521856686,positive
E11,V02,0.22922599679567363,0.22922599679567363,91,0.028842027298853296,positive
T12,V14,-0.2290306788371626,0.2290306788371626,91,0.028982424247190816,negative
T11,S05,0.22876657818559093,0.22876657818559093,91,0.02917318228241516,positive
S07,V01,0.22845512640542973,0.22845512640542973,91,0.029399505442092723,positive
V01,V04,0.22843874832410638,0.22843874832410638,91,0.029411447906317983,positive
V09,V14,0.22827589228640177,0.22827589228640177,91,0.02953042158737229,positive
S08,V11,-0.22794196751928503,0.22794196751928503,91,0.029775641582727434,negative
E10,V10,-0.22741954164377592,0.22741954164377592,91,0.030162740324147046,negative
S09,S14,0.22712011587692513,0.22712011587692513,91,0.030386514366753638,positive
T14,S11,-0.22630327510969273,0.22630327510969273,91,0.031004115782361414,negative
T05,V01,0.22613339550899303,0.22613339550899303,91,0.031133880916217587,positive
T10,T11,0.22554337030665783,0.22554337030665783,91,0.03158814541590909,positive
T08,E02,0.22459901577106497,0.22459901577106497,91,0.03232683463221676,positive
E10,S11,0.2235436564518827,0.2235436564518827,91,0.033169514752198634,positive
E09,S06,-0.22249436536603812,0.22249436536603812,91,0.03402559418632121,negative
E13,V11,-0.2224925927286702,0.2224925927286702,91,0.03402705597901353,negative
T08,E13,0.22248371367691583,0.22248371367691583,91,0.03403437881956087,positive
E05,V03,-0.22194744115281387,0.22194744115281387,91,0.03447912194990676,negative
E06,V06,-0.22182487301790071,0.22182487301790071,91,0.03458145286970528,negative
E01,V11,-0.22154563035257668,0.22154563035257668,91,0.034815542451328646,negative
S09,S11,0.22128225655662165,0.22128225655662165,91,0.035037546635840494,positive
E13,V05,-0.22124648086679657,0.22124648086679657,91,0.03506779428067005,negative
V07,V15,0.22088702130507679,0.22088702130507679,91,0.03537292828678162,positive
T12,T15,0.22056071050858259,0.22056071050858259,91,0.03565184881892645,positive
E08,E11,0.21963206966858537,0.21963206966858537,91,0.03645573275823412,positive
T01,T05,0.2196244749275337,0.2196244749275337,91,0.03646236927309033,positive
E02,E10,-0.21955483802501155,0.21955483802501155,91,0.03652326730077583,negative
S08,V06,-0.21936280400483282,0.21936280400483282,91,0.036691644111749536,negative
E11,S07,0.2193228440619289,0.2193228440619289,91,0.03672676285675096,positive
S02,S05,-0.2191104317431303,0.2191104317431303,91,0.03691391394204461,negative
T07,V03,-0.21904109548556286,0.21904109548556286,91,0.0369751769238515,negative
S11,V07,0.21885841058474553,0.21885841058474553,91,0.037136998277407185,positive
E12,V09,-0.21884894412996136,0.21884894412996136,91,0.0371453997416998,negative
T05,E09,-0.21860241005011244,0.21860241005011244,91,0.03736475913986441,negative
V06,V09,0.21835134255714855,0.21835134255714855,91,0.03758926510808189,positive
T05,V12,-0.2179585206736383,0.2179585206736383,91,0.03794279172781037,negative
T12,E04,-0.21777376035347779,0.21777376035347779,91,0.03811002860527411,negative
S15,V12,0.21765952204249817,0.21765952204249817,91,0.038213740002534205,positive
E06,V05,-0.21752515049494847,0.21752515049494847,91,0.03833603118638788,negative
S08,V04,-0.21716361174618765,0.21716361174618765,91,0.038666691290663684,negative
S07,V14,0.21715837997550788,0.21715837997550788,91,0.038671493652263585,positive
T08,V15,-0.217083964848702,0.217083964848702,91,0.03873985495140815,negative
T02,T06,0.21703568018044825,0.21703568018044825,91,0.03878426552940647,positive
S03,V09,-0.21700480354903698,0.21700480354903698,91,0.038812687076137595,negative
E01,E02,-0.21693248127346842,0.21693248127346842,91,0.038879326903083926,negative
S06,S09,0.2168891119333099,0.2168891119333099,91,0.0389193344700264,positive
S05,V09,0.21572782202590718,0.21572782202590718,91,0.04000345947681271,positive
V04,V05,0.2154085734126404,0.2154085734126404,91,0.04030586965731096,positive
T06,E01,0.21521159969381257,0.21521159969381257,91,0.04049340306774855,positive
T09,E11,-0.21486036766386427,0.21486036766386427,91,0.04082960605052962,negative
T04,V04,-0.21482221949922428,0.21482221949922428,91,0.04086626146725265,negative
E01,E05,0.21469248292252724,0.21469248292252724,91,0.04099112661829277,positive
T01,S09,-0.21460432569381463,0.21460432569381463,91,0.041076154862266005,negative
E04,S02,-0.2145940524846964,0.2145940524846964,91,0.041086072990993205,negative
T08,S06,-0.21400439041542757,0.21400439041542757,91,0.041658705869999785,negative
E09,V01,-0.21387495055146039,0.21387495055146039,91,0.04178529256457506,negative
T10,E09,0.21385223129495143,0.21385223129495143,91,0.04180754401881349,positive
E10,V14,0.21381117767693406,0.21381117767693406,91,0.04184777732429677,positive
E05,V06,-0.2135620357837853,0.2135620357837853,91,0.042092632534905486,negative
T11,V14,-0.21341920019155192,0.21341920019155192,91,0.04223354716411024,negative
S02,V06,-0.2134101174348948,0.2134101174348948,91,0.042242521019664046,negative
T07,V01,0.2129930542347566,0.2129930542347566,91,0.04265629509349613,positive
V07,V13,0.21268884102031724,0.21268884102031724,91,0.042960229397872834,positive
T05,S09,-0.2123561821299559,0.2123561821299559,91,0.0432946407537473,negative
V08,V12,0.21217950260476412,0.21217950260476412,91,0.04347312833192131,positive
S11,V14,0.21187946087850415,0.21187946087850415,91,0.043777640325117266,positive
S08,V01,-0.2117921150245273,0.2117921150245273,91,0.04386661954501591,negative
E01,V15,-0.21161842333228026,0.21161842333228026,91,0.04404400533673236,negative
S06,V08,0.2112075833007071,0.2112075833007071,91,0.04446595330305577,positive
S12,V14,-0.21112854695004493,0.21112854695004493,91,0.0445475098862732,negative
E14,V13,-0.21074452602069374,0.21074452602069374,91,0.044945543805205164,negative
V09,V15,0.2105271543376154,0.2105271543376154,91,0.04517215107772766,positive
T06,E12,0.21047727137136005,0.21047727137136005,91,0.04522428680091921,positive
T09,E13,0.2102909436155442,0.2102909436155442,91,0.045419470456872106,positive
T01,T07,0.20977383435949412,0.20977383435949412,91,0.045964816252812436,positive
T02,S11,-0.20970215039080373,0.20970215039080373,91,0.04604084059157732,negative
S03,V03,0.20916599634807312,0.20916599634807312,91,0.046612765258317,positive
S07,V05,0.20901128422095877,0.20901128422095877,91,0.04677888782733992,positive
T01,S13,-0.20892853588635893,0.20892853588635893,91,0.04686793989824993,negative
V01,V11,0.2079933090404213,0.2079933090404213,91,0.04788419448630055,positive
V11,V14,0.2079441765685073,0.2079441765685073,91,0.04793808316881762,positive
T01,E08,0.20713713965016167,0.20713713965016167,91,0.04883043742532234,positive
T08,S14,-0.2070389508399386,0.2070389508399386,91,0.048939935753201554,negative
S07,S09,0.2068572704797877,0.2068572704797877,91,0.0491430765453836,positive
T14,E01,-0.20643581134526617,0.20643581134526617,91,0.0496169985735559,negative
S02,V13,-0.20619464124322173,0.20619464124322173,91,0.04988988016084548,negative
S10,V15,0.20572807808856902,0.20572807808856902,91,0.050421303209106615,positive
T03,T14,0.20516221033100618,0.20516221033100618,91,0.05107208405011092,positive
T11,S06,-0.20480704171574335,0.20480704171574335,91,0.05148406890125018,negative
V04,V09,0.20462565434147725,0.20462565434147725,91,0.051695525247364885,positive
V05,V08,0.2044129361743445,0.2044129361743445,91,0.05194441575473486,positive
S10,S12,0.2044070618143866,0.2044070618143866,91,0.051951302996086864,positive
S11,V10,-0.20425662456060692,0.20425662456060692,91,0.05212793526989632,negative
T15,V06,0.20368784735997744,0.20368784735997744,91,0.05280021911616106,positive
T15,S12,-0.2036590854024866,0.2036590854024866,91,0.05283440352823017,negative
S03,V14,-0.20360996191905992,0.20360996191905992,91,0.052892830241931824,negative
T08,V09,-0.20348541052757135,0.20348541052757135,91,0.05304120766324296,negative
E15,S11,0.20312182611150073,0.20312182611150073,91,0.05347630049848935,positive
E15,S07,0.2030271649242323,0.2030271649242323,91,0.05359005873611816,positive
T05,V06,0.20277255691195248,0.20277255691195248,91,0.0538970175812215,positive
E14,V02,0.20220154841817692,0.20220154841817692,91,0.054590680892826364,positive
S02,V09,-0.20211482213719478,0.20211482213719478,91,0.054696673805129256,negative
T15,S15,0.20203906900809493,0.20203906900809493,91,0.05478939382176673,positive
E01,V10,-0.20131657022863103,0.20131657022863103,91,0.05568020567770618,negative
E09,S07,-0.20025649041644722,0.20025649041644722,91,0.0570086784799638,negative
S14,S15,0.2000955832823898,0.2000955832823898,91,0.05721257173399198,positive
S03,V08,-0.1999792904164447,0.1999792904164447,91,0.05736030292936502,negative
T02,T04,0.19988531121243625,0.19988531121243625,91,0.05747991593426249,positive
T12,E05,-0.19970690487381693,0.19970690487381693,91,0.0577075452952563,negative
E10,V09,0.1993778652396075,0.1993778652396075,91,0.05812930021153055,positive
T14,V01,0.19912778541289414,0.19912778541289414,91,0.058451527465027575,positive
T02,V09,-0.19899162197190298,0.19899162197190298,91,0.05862758603747784,negative
T04,E14,0.1980517799751865,0.1980517799751865,91,0.05985463599885114,positive
E10,S08,-0.19765904465036316,0.19765904465036316,91,0.06037355279902642,negative
S02,S15,0.19765506155140947,0.19765506155140947,91,0.06037883434044383,positive
S02,S12,0.19762246117711688,0.19762246117711688,91,0.0604220761975861,positive
E11,V11,-0.19754964880736,0.19754964880736,91,0.06051874725281251,negative
T06,E09,-0.1973836688385521,0.1973836688385521,91,0.060739585516901354,negative
T13,V01,-0.19721058422465634,0.19721058422465634,91,0.060970575268787235,negative
E05,E07,0.1971597087697772,0.1971597087697772,91,0.06103860687970733,positive
T13,S04,-0.19641171669495605,0.19641171669495605,91,0.06204598980941394,negative
T03,T15,0.19591882247992864,0.19591882247992864,91,0.06271717270314973,positive
S12,V03,-0.19591163789262794,0.19591163789262794,91,0.06272699954851312,negative
E03,S06,-0.1958574449496739,0.1958574449496739,91,0.06280116322668004,negative
S03,S13,0.19573156405843015,0.19573156405843015,91,0.06297370775265046,positive
S03,V02,-0.1957227344247784,0.1957227344247784,91,0.06298582494632095,negative
T14,V13,0.1953050633853221,0.1953050633853221,91,0.06356117652622383,positive
T09,S08,0.19518391826717302,0.19518391826717302,91,0.06372885294148342,positive
E07,S11,0.19511874571943497,0.19511874571943497,91,0.06381920644765667,positive
S14,V13,0.19484316021252007,0.19484316021252007,91,0.06420242134147836,positive
T06,E06,0.1944306177409835,0.1944306177409835,91,0.064779569675323,positive
T14,E14,-0.19403323902064448,0.19403323902064448,91,0.06533947583057173,negative
E04,E10,0.19397695081210434,0.19397695081210434,91,0.06541910209248883,positive
E07,V08,0.1930670001611386,0.1930670001611386,91,0.06671728171152869,positive
E05,S04,-0.193017949076793,0.193017949076793,91,0.06678784845676784,negative
T13,V06,0.1927182069274026,0.1927182069274026,91,0.06722038243928102,positive
S12,V12,-0.19223018718252133,0.19223018718252133,91,0.06792945109118763,negative
T06,S02,-0.19222329752718814,0.19222329752718814,91,0.0679395045389594,negative
T08,E04,-0.19200031859181965,0.19200031859181965,91,0.06826552741280027,negative
T11,E09,-0.19198757519061946,0.19198757519061946,91,0.06828419797582827,negative
E10,E11,0.19198123191023467,0.19198123191023467,91,0.06829349315667267,positive
E14,V07,-0.1916856182453072,0.1916856182453072,91,0.06872780869671823,negative
T10,V05,-0.1915317293331146,0.1915317293331146,91,0.06895478376987882,negative
S12,V04,-0.19153062813194655,0.19153062813194655,91,0.06895641014119619,negative
T10,V14,-0.1912584641288614,0.1912584641288614,91,0.069359321983171,negative
S08,S13,-0.1907705051757605,0.1907705051757605,91,0.07008645378221222,negative
T08,S01,-0.19072214315694241,0.19072214315694241,91,0.0701588541144528,negative
T01,E03,0.1903009741949631,0.1903009741949631,91,0.07079191841541307,positive
T03,S12,0.19023420855914236,0.19023420855914236,91,0.07089269620913519,positive
E05,V10,-0.19020823626544145,0.19020823626544145,91,0.07093193069545974,negative
S03,S14,0.1893506441799998,0.1893506441799998,91,0.07223729379359907,positive
T14,E12,-0.1892878907713959,0.1892878907713959,91,0.0723335666384012,negative
T15,V07,-0.1892140546349872,0.1892140546349872,91,0.07244697420702767,negative
E06,S15,-0.18911384815399931,0.18911384815399931,91,0.07260111376589032,negative
