,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,E13,E14,E15,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15
E06,0.1790306589431001,-0.01780374073802908,-0.13213760933932728,0.07955255927224823,-0.15612879592305742,0.1944306177409835,-0.034901039495828165,0.15061222054869525,0.14852762571386008,-0.08305260223788477,-0.010835543462064619,-0.2849957989821908,0.037592487950341154,0.1427120715484783,-0.01054090325842925,0.16852635035449273,0.04285879256618363,0.06399499858689126,0.0376816788117708,0.3598040780170431,1.0,0.12389740030925826,0.16942497624137415,0.07243889427939708,0.06423286194564407,-0.12960743176264328,-0.042270290955736346,0.16788853109660354,0.09817453447455089,0.027515044076847996,-0.03793571729134174,-0.15607926241621864,-0.24334463026617412,-0.031288951987331,-0.11341606270382525,-0.07734705466602386,0.047799403980126706,-0.025505531189024145,-0.08091166556683045,0.2630807650395906,-0.07275927755886398,-0.07826724133220393,-0.08244397024552162,-0.06374446478512973,-0.18911384815399931,-0.06165474640162183,-0.027418044608334986,-0.12021392259829855,-0.11233767048829091,-0.21752515049494847,-0.22182487301790071,-0.10061370293204339,-0.046501903741876884,-0.004555971982039964,-0.14338620349135206,0.058735917604322646,-0.0928136798779101,-0.02735541749052198,-0.11870171331233408,-0.04880603479285622
E07,-0.12576662690572524,-0.07819344680320178,-0.02929135238870782,0.0738556261112966,-0.087687718937686,-0.11034870026618732,-0.24449303240851664,-0.1871525518670319,0.019665002061578486,-0.07418631622400271,-0.13785797638959515,-0.10562954007219143,-0.013214122145948016,-0.09023529600329373,-0.026838126954113115,0.010386341646177032,-0.28345174245538546,-0.2640356822521557,0.1683080395561356,0.1971597087697772,0.12389740030925826,1.0,-0.04540005817309593,0.1470711223499316,0.3380595263499696,0.06502569029623854,0.2437326517752644,-0.001035444046722247,0.12889942054724338,0.08906722966998976,0.08119399418792757,-0.028538771874696646,0.0026962014226603404,-0.0885492170200564,-0.12323016699608168,0.1687011865686315,-0.17222549761499537,-0.09598451640612109,0.14933766669748857,-0.0132579830665233,0.19511874571943497,-0.11736991975986558,-0.08042310343812784,0.08021330742059606,-0.1000362421364251,-0.008431273373788196,-0.10770909583387223,-0.15052966953079805,-0.23333067825026305,-0.12323414974282536,-0.0733325633592641,0.24251632973372741,0.1930670001611386,0.056981838522941614,-0.052122660321156804,0.05619942013075332,0.10057866085619088,-0.03775245638330559,0.09791660867844958,-0.0012784922576454779
E08,0.20713713965016167,0.06919085528558618,-0.030875284243582636,0.010792212085658318,-0.13882428841631328,0.15248911845556637,-0.05800079654141514,-0.24815131950689037,-0.2516974295144814,-0.08549299146632025,-0.10356101757341397,-0.15091213916724494,-0.2522978527545781,0.053485306546868554,0.05222474881598641,-0.03728674514669774,0.12029850632070635,0.03060302089820204,0.06181905070208932,0.04496037593086695,0.16942497624137415,-0.04540005817309593,1.0,-0.1520038867167266,0.0626543260654399,0.21963206966858537,0.15923970181141595,0.03477374367334202,0.14501162868928785,0.23858870842419444,0.052250307697717754,-0.13047876197365627,-0.3045961220284875,-0.10482634484493256,-0.03049878140154708,0.024556736239480192,0.10625256462236238,-0.03779588390957433,-0.0780712970840156,-0.0666101161933514,-0.08007423594404618,-0.2775742322698861,-0.2651509721330731,0.1553193523739103,0.004567937623198168,0.09201984892904694,0.2911685292713957,0.09453265315137344,0.1086543555576855,-0.07602392768009039,-0.01841113830169584,-0.08113059541137539,-0.013182104213414066,0.28699385577237846,-0.06825721101249224,-0.15693138529258047,-0.008311231114608126,0.015898555152125352,0.009984467752411087,0.0037676334177195897
E09,-0.055628785680423745,-0.03971423907381307,-0.04665304709238758,0.10699735973352704,-0.21860241005011244,-0.1973836688385521,-0.15951684990856,-0.11518872936306754,-0.12713197434772713,0.21385223129495143,-0.19198757519061946,-0.14637118451821454,0.15045837223791483,-0.02284756215770037,-0.18746839025814296,0.2596830074798818,-0.18539815788223357,0.09622054710433423,-0.13311458182462124,0.15350919112277642,0.07243889427939708,0.1470711223499316,-0.1520038867167266,1.0,0.14158840957082694,0.02268192355928381,0.0347372109878382,0.16077352247763388,-0.24788336412347503,-0.09069620215595002,0.16510089587679627,0.23991668930180554,0.15127934539096954,-0.015702719616186845,-0.005026006212825821,-0.22249436536603812,-0.20025649041644722,0.16503659692410622,-0.08163907425412985,-0.04141693716445319,-0.027029718039975312,0.11638909470435667,-0.033981394469454834,-0.012695934762202208,0.02084826765486547,-0.21387495055146039,-0.3766726140364284,-0.12367040871254631,-0.2336271065372887,-0.08927732272021904,-0.24146953442549343,0.08586130164142303,0.017913182027045824,-0.15037576081343526,-0.03630267093297608,-0.17826833272880274,0.08149481500327244,-0.11029733919509596,0.010999952250974328,-0.04920187371054248
E10,-0.1669354938889465,-0.0753646971664306,-0.06608812026656154,0.18855067360370148,0.07661948756214579,0.13836197503535744,-0.24616659111913053,-0.24662793364895283,-0.13388849783563792,-0.08096709753964222,-0.42609024739022333,-0.011971564589151011,0.055801597922629495,0.013724763921647327,-0.043331249156332984,0.2860050187016563,-0.21955483802501155,-0.25074770854750544,0.19397695081210434,0.14030315617590783,0.06423286194564407,0.3380595263499696,0.0626543260654399,0.14158840957082694,1.0,0.19198123191023467,0.1462520017064997,0.03409919120806279,0.16301585929420798,0.26170684788243415,-0.04087923819002202,-0.11609475580398883,-0.1639285502499125,-0.02900236178744924,0.08170101245051259,0.26458334992870625,0.04692049410429527,-0.19765904465036316,0.04074910484234127,-0.07463209677194145,0.2235436564518827,-0.007750332564230748,0.04584846754084114,0.09828583270766875,-0.003950931975000969,0.1777560937260769,0.03692389800765042,-0.07298549148317668,-0.0731038987702508,-0.058588304643252584,-0.01948382986058946,0.12851743133338156,-0.08764537201801545,0.1993778652396075,-0.22741954164377592,-0.016703905945266655,-0.09210316716031032,0.07909221982363765,0.21381117767693406,0.053949527633421396
E11,-0.0008762217381468207,-0.07369586600572357,0.17474390333135864,-0.12806879271595564,0.02234303148698993,0.07010857075135817,0.005245569961273171,-0.27138840889671495,-0.21486036766386427,0.05057569295866413,-0.018552077773235868,-0.016034602388511503,0.12944840807700944,-0.14996853455572237,-0.05660039226516702,0.10068624433392073,-0.13189106672317025,-0.170171416165603,-0.18297496350893033,0.11057077737128057,-0.12960743176264328,0.06502569029623854,0.21963206966858537,0.02268192355928381,0.19198123191023467,1.0,0.10827979908801563,-0.09686233032604855,0.18293882746331253,0.35407754411537207,0.12540427334386167,-0.06515583030803729,-0.07509798020545298,-0.16931931398893768,0.1364449279096454,0.15348062841961602,0.2193228440619289,0.09538754508250172,0.09212140534700447,0.05155094976394472,0.2822182660587931,-0.05670064113055925,-0.09566862546604656,-0.05499639567269011,-0.23281434902785944,0.07642979784259897,0.22922599679567363,-0.0016210102155716183,0.10664839838193553,0.18139018031892956,0.08719186536934359,0.23319312687284244,0.0643294421260001,0.25813557047140323,-0.019667195195313635,-0.19754964880736,-0.07056058987329229,0.06975197272167533,0.17484734680746186,0.10974487666331999
E12,0.13112129696568348,0.41197599552605346,-0.09374016863061982,0.13322103153065654,-0.12644653112890464,0.21047727137136005,-0.25139186494764326,0.012627077153188618,-0.10388384697914356,-0.10084739693396357,-0.12564613119351242,-0.14966051410826908,-0.13433769012735455,-0.1892878907713959,-0.10336148845778229,-0.016383258335080034,-0.11220576700920795,-0.30256330625283767,0.03466442607345124,-0.09020676033291304,-0.042270290955736346,0.2437326517752644,0.15923970181141595,0.0347372109878382,0.1462520017064997,0.10827979908801563,1.0,0.01662611355256419,0.16481884152909088,0.005918173117452324,-0.06372336239777643,-0.01565860108448335,0.013110053571671144,-0.013161929579380555,-0.2543748564386773,-0.1130413314935405,0.015106558504198092,-0.06031921756652358,-0.007375753232774695,-0.09668465389217257,-0.09629461507124842,0.020576967506241394,-0.0044482852012634536,0.025148942290874197,-0.062373556448997704,-0.12239745140489691,0.013930482998175446,0.1391814775238607,-0.1871637311798199,-0.044640652646247725,-0.14949024316345466,-0.09375485421126858,-0.11155316624268131,-0.21884894412996136,-0.07719693681831301,0.025750799531408502,-0.03328050082986453,-0.33361609702235034,-0.002154588764582589,0.01252150647125996
E13,0.10074549596189686,-0.06382707596542457,-0.16827953135863064,-0.0012225912563209867,-0.07492184858455185,-0.16669454269533357,-0.07075296998957309,0.22248371367691583,0.2102909436155442,-0.11428048067861309,0.08148717479067591,-0.16397464081853497,-0.012759704187664754,-0.07507088930738062,-0.09640550206194931,0.12802510483680232,0.06131827525053704,0.1360276843041296,-0.034832091591603206,0.09425388974583815,0.16788853109660354,-0.001035444046722247,0.03477374367334202,0.16077352247763388,0.03409919120806279,-0.09686233032604855,0.01662611355256419,1.0,-0.01377124128618749,0.03397215329709089,0.11118766386884918,0.14916070967393352,-0.1823601564825143,-0.03072082837082851,-0.016073853739283047,-0.26587173635457323,-0.01440576717576502,0.12636642760478248,-0.08889641187365012,0.0866779237370209,-0.019486958955974215,-0.09488934821457182,-0.10658091237494281,-0.08576230285171246,-0.08512646515295126,-0.27720761326017895,-0.27940151583331524,-0.12588209057457347,-0.0329950856102803,-0.22124648086679657,0.012859572209538228,-0.03324332515484381,-0.05549249896801043,-0.11476852773297401,-0.15385411854660144,-0.2224925927286702,-0.1421078831665904,-0.2585476984391764,-0.08849451813347431,-0.11686082451402703
E14,0.0844633477266485,0.14097351389400797,0.004579830427127234,0.1980517799751865,0.03704750910207685,0.26577913018301524,-0.1251961416998766,-0.015407038151348381,-0.0008482372205072969,-0.11671591412463442,-0.08252025074523127,-0.052770332999522544,-0.1297342073612693,-0.19403323902064448,-0.009291082075206816,-0.010927830126196351,0.08315446168420285,0.04813769108555092,-0.0027079334540499986,0.024292723340693045,0.09817453447455089,0.12889942054724338,0.14501162868928785,-0.24788336412347503,0.16301585929420798,0.18293882746331253,0.16481884152909088,-0.01377124128618749,1.0,0.42432582130260915,0.09799158082813242,0.033906810036917825,-0.13411550118188215,-0.057428463334710786,-0.05079932777839835,0.029444094885589883,0.1422881615051133,-0.1811943960840869,-0.049011291062764535,0.022680478062442652,0.16250607380180226,-0.008908872233151998,-0.127264038235817,-0.1680154204023093,-0.030701894135221047,-0.04276918421561017,0.20220154841817692,-0.07980788761573086,-0.05004121979701214,-0.10538221975824542,-0.02331018113548434,-0.1916856182453072,-0.1696230864072123,0.08614681216410054,-0.2643218122171302,-0.02017595215268031,-0.1464675428162748,-0.21074452602069374,-0.18052126009805017,0.04293850576590915
E15,-0.061635761362928324,-0.050630038228571476,0.06913567480706272,0.02854400491630961,0.032991497432811635,0.10727940405528012,-0.04230939270187818,-0.23651156735990952,0.032226974931225096,-0.1313306713738915,-0.06850613551974934,-0.1235204631835213,-0.13127133282148654,-0.007141264003370153,0.020510900700292236,0.13262335403800085,-0.07435004984576425,0.0822547377813089,0.041242697417837294,0.13404012170071425,0.027515044076847996,0.08906722966998976,0.23858870842419444,-0.09069620215595002,0.26170684788243415,0.35407754411537207,0.005918173117452324,0.03397215329709089,0.42432582130260915,1.0,0.08768988130167787,-0.2604974417026779,-0.05631626330035941,-0.07152302063290596,0.12910690602384986,0.005169852352890857,0.2030271649242323,0.06385334427463868,-0.0368462978463915,-0.0037557451408938417,0.20312182611150073,-0.10381427673922536,-0.2711233253919274,-0.10334115299357151,-0.04990102641042106,0.15085013770410233,0.24508823878542452,0.006730707980314608,-0.003950963448756163,0.16781707167696713,0.0482202671203582,-0.06557585992639445,-0.09102386923008723,0.06598610734940336,-0.3536170596829312,0.027864073043824645,-0.05360734424936238,-0.06866185262826309,0.14747738669566415,0.2691534065075746
S01,-0.05291161224118093,0.005686841428197026,-0.07701835158590865,-0.017491318070495414,-0.03752215217376144,-0.15525563341029985,0.1140034011853447,-0.19072214315694241,-0.05724321408332671,0.03661756461199741,0.07176111228558889,-0.023675637825426,-0.039212562683755,-0.0707805293826171,-0.1294684105541292,-0.09476019233716089,0.025387684947308156,0.03993500817101422,-0.044215858606526076,-0.13645613894471048,-0.03793571729134174,0.08119399418792757,0.052250307697717754,0.16510089587679627,-0.04087923819002202,0.12540427334386167,-0.06372336239777643,0.11118766386884918,0.09799158082813242,0.08768988130167787,1.0,0.17434437171991177,0.355029232358305,0.07661396312322374,0.12737323816787743,-0.0172972068841841,0.11884335076545303,0.15802804470384144,-0.0033535128262999975,0.039427779464324644,0.07112844065039002,0.06580430359777412,-0.14113383386276432,0.2407852133462183,0.14061659902854395,0.035306487393096046,-0.07508831460046644,-0.05942699667792427,-0.07417718090868541,-0.10439658918909366,0.09048656441862855,0.010064601446579462,-0.11784361595875002,0.02936139369378068,-0.18551720856773532,-0.04475359040470787,-0.037145303584796056,-0.03224059169409862,-0.11216390067704772,-0.005297221952734422
S02,-0.13484398957574126,-0.043064277876395746,0.10446310876496102,-0.03277141252818666,-0.24614116429724675,-0.19222329752718814,-0.03493882818724558,-0.12628573512677665,0.060566840997679984,0.08013428069606492,-0.07787211673497928,-0.056764194057315046,-0.10201513341621882,-0.1039654630625668,-0.12639036570750517,-0.08893924430000472,0.10320055124531123,0.030093781773795007,-0.2145940524846964,-0.17008753277667132,-0.15607926241621864,-0.028538771874696646,-0.13047876197365627,0.23991668930180554,-0.11609475580398883,-0.06515583030803729,-0.01565860108448335,0.14916070967393352,0.033906810036917825,-0.2604974417026779,0.17434437171991177,1.0,0.16427385215769075,0.27892009866260875,-0.2191104317431303,0.0927881859595654,-0.28502013467879145,0.1550010354553054,0.02121177125659223,0.06714881381926407,-0.1482508126946031,0.19762246117711688,0.08160030585180525,-0.11694637155105145,0.19765506155140947,-0.3355595913990955,-0.16491967281800074,-0.06512016885831426,0.02595830264454816,-0.07464713578161793,-0.2134101174348948,-0.1701455686238492,-0.0725943272609126,-0.20211482213719478,0.1420003584259364,-0.16814487073363615,-0.03158477431482027,-0.20619464124322173,-0.26421226247059404,-0.08683617331855559
S03,-0.08063257164729896,0.012811118653178924,-0.14827956991128696,0.026435682998176963,-0.027975898949914552,-0.07508781158136969,0.025540337645644142,-0.149690584284103,-0.1374548004819134,0.11711062377252442,0.11756225584865189,0.06787571787816839,-0.01255690032148932,-0.06626309293380951,-0.12350059738723498,-0.008944607948376428,-0.1860061330595838,-0.03210121386617541,0.11366197713939716,-0.16263445683989505,-0.24334463026617412,0.0026962014226603404,-0.3045961220284875,0.15127934539096954,-0.1639285502499125,-0.07509798020545298,0.013110053571671144,-0.1823601564825143,-0.13411550118188215,-0.05631626330035941,0.355029232358305,0.16427385215769075,1.0,0.2355771145542164,-0.010108130722407141,-0.0005934245380766998,-0.0866318299923564,-0.08770434684353391,0.12786159228252358,-0.06055851148564692,-0.06780970594156974,0.11176159014334121,0.19573156405843015,0.1893506441799998,0.08043299044571162,0.07212922806309581,-0.1957227344247784,0.20916599634807312,-0.03909722333346212,0.08727721696250201,0.01587074009339279,-0.05240120765507983,-0.1999792904164447,-0.21700480354903698,0.0024452214644856804,0.006300529692348038,-0.04855057169032965,-0.06918772533871428,-0.20360996191905992,-0.0202486070585489
S04,-0.31038630043630183,-0.14542348341800457,-0.039518435044615594,-0.12997714043647274,-0.13906024149984364,0.08832595269420652,-0.10944637601593821,-0.11056643195497882,-0.15065350911087774,-0.002218142580748806,0.03274405713760259,0.1046498663103999,-0.19641171669495605,-0.05165917925845094,-0.2602131439464011,-0.005559560175637706,0.04236822411710027,-0.1418462032237268,0.031093819157067642,-0.193017949076793,-0.031288951987331,-0.0885492170200564,-0.10482634484493256,-0.015702719616186845,-0.02900236178744924,-0.16931931398893768,-0.013161929579380555,-0.03072082837082851,-0.057428463334710786,-0.07152302063290596,0.07661396312322374,0.27892009866260875,0.2355771145542164,1.0,0.088540442858663,0.12092415663149322,-0.041872451063260485,-0.0010394141059662102,0.1517552035997015,0.06155463691083934,-0.15790794289326937,0.2447639339866845,0.010712991395888079,0.1252484139352726,-0.10261700035381514,-0.06828654382001532,-0.14860231069880844,0.03785742733900646,0.04130789756791999,0.18363648685741682,-0.1877342297088465,0.004974510121979037,-0.10857504710260454,0.076417874868224,0.01984468340314214,-0.06098658638383003,-0.13571647612976728,0.09442694254581624,-0.051389790594998375,0.14781521233020756
S05,-0.04618245985151789,-0.1433936422624445,0.15453484648566473,-0.08579428026890855,0.24997013232565124,-0.11623887413957106,-0.09313292076640158,0.09174176824593777,-0.1437133862666001,0.3802996415547978,0.22876657818559093,0.25668770873737534,0.14086010387035616,0.28783769257616143,0.1093954735134333,-0.0654824964490083,0.141896224901708,0.07590172922521013,-0.08275521552672105,0.16929651326695808,-0.11341606270382525,-0.12323016699608168,-0.03049878140154708,-0.005026006212825821,0.08170101245051259,0.1364449279096454,-0.2543748564386773,-0.016073853739283047,-0.05079932777839835,0.12910690602384986,0.12737323816787743,-0.2191104317431303,-0.010108130722407141,0.088540442858663,1.0,0.013613516333829869,0.07033294438825517,0.06287286852763965,-0.02653013267078831,-0.10065117400184131,0.057596565156089435,-0.03936499849170438,-0.05979975157450745,0.12011518067228226,-0.13297753707795604,0.11347379324571837,-0.12201096057214653,-0.1552066784126857,0.10245299329697256,0.08602643045476632,0.12315198346673889,-0.09435179690880702,-0.15427752115286048,0.21572782202590718,-0.12952276296059542,0.008204588995529161,0.00036640540425272633,0.314178290065877,0.029393958706005235,0.06963452134478451
S06,-0.1760079019211781,-0.1465119342663187,-0.1235219386565871,-0.15381796920182833,0.038940971432125444,-0.09369760482001192,-0.10462717364579924,-0.21400439041542757,-0.23660577485686912,-0.05946587479523573,-0.20480704171574335,-0.12371014997764401,0.050755518087644724,-0.08373061866650951,-0.1102915701182288,0.04117647067183414,-0.1510161338274703,-0.1958574449496739,0.15682073517859582,0.06997833481412691,-0.07734705466602386,0.1687011865686315,0.024556736239480192,-0.22249436536603812,0.26458334992870625,0.15348062841961602,-0.1130413314935405,-0.26587173635457323,0.029444094885589883,0.005169852352890857,-0.0172972068841841,0.0927881859595654,-0.0005934245380766998,0.12092415663149322,0.013613516333829869,1.0,0.06621047313206285,-0.09720662412254566,0.2168891119333099,-0.05368301576332776,0.09192110692465169,-0.1058601436573758,-0.09896530315517388,-0.02992623984785732,0.017070256496828785,0.1821092879283713,0.09498813153731663,-0.03231099489266683,0.10805676260069051,0.11410580147685544,0.036669587392977744,0.10185963333808228,0.2112075833007071,0.09028123519489759,0.17817444712290506,0.1121240725253092,0.03684763913202417,0.13799118984841122,0.1645663395412906,-0.029605525204815148
S07,0.006284849489454577,-0.03757646760090552,-0.10232676752942037,-0.1333967937436897,0.10642526399062119,0.25728043413612783,0.1266733318107946,-0.06214754611616657,-0.09930462163800154,-0.13809734486009778,-0.1607382546264293,-0.10590081493025648,-0.3361107252975509,-0.12655933876289588,-0.08152446693755665,0.18063239164657438,-0.14678519235813184,-0.10483093831469786,-0.041829456757479656,0.0900625700504341,0.047799403980126706,-0.17222549761499537,0.10625256462236238,-0.20025649041644722,0.04692049410429527,0.2193228440619289,0.015106558504198092,-0.01440576717576502,0.1422881615051133,0.2030271649242323,0.11884335076545303,-0.28502013467879145,-0.0866318299923564,-0.041872451063260485,0.07033294438825517,0.06621047313206285,1.0,-0.12230617060517247,0.2068572704797877,-0.0901606701088213,0.1491617643218806,-0.016911281560551744,-0.12386638423339781,-0.0056198794969413305,0.0885891928154672,0.22845512640542973,0.29612503240119836,0.0006890234231151088,0.2451706701644702,0.20901128422095877,0.13403885018518646,0.06096550628443654,-0.06318980055828555,0.11523938506607331,-0.08379002760402116,0.016605063203855637,0.14528610816932108,0.11358503653414162,0.21715837997550788,0.10568117999204091
S08,-0.001939381389245212,0.06776468528216956,0.14852912483182068,-0.2647694826277832,-0.15732444510155372,-0.2874141329692463,0.117876400959767,0.07553150408126198,0.19518391826717302,-0.006769617958054809,0.15521882842158832,-0.02708320888857267,0.1251941411832225,0.03592606906477514,-0.01224169583969265,-0.09926327108901432,0.1413791867880864,-0.007486430847003617,-0.09166460928027273,0.03171891427033605,-0.025505531189024145,-0.09598451640612109,-0.03779588390957433,0.16503659692410622,-0.19765904465036316,0.09538754508250172,-0.06031921756652358,0.12636642760478248,-0.1811943960840869,0.06385334427463868,0.15802804470384144,0.1550010354553054,-0.08770434684353391,-0.0010394141059662102,0.06287286852763965,-0.09720662412254566,-0.12230617060517247,1.0,0.11852182300614197,-0.031198104398685225,-0.04604251808754303,0.09294481219821327,-0.1907705051757605,0.045244201641586976,0.012548785363988747,-0.2117921150245273,-0.13987829754943237,-0.08902039337820836,-0.21716361174618765,0.06706651713469637,-0.21936280400483282,-0.044505776976803295,-0.11407009177427158,-0.15394020559144322,0.061813301691712896,-0.22794196751928503,-0.13763798847454564,-0.1786303143136898,-0.08906297327608215,0.018451698308316604
S09,-0.21460432569381463,-0.12775888367081656,-0.017599407414818115,-0.1058234565329559,-0.2123561821299559,-0.14534795789657984,-0.0762064832157443,-0.1602908746464052,-0.012600758333277763,-0.17723147377667253,0.04055135837626112,-0.13363919539614294,-0.24386562352219524,-0.0022343654169627906,-0.1074802461877566,-0.0016886442694494907,-0.27795123965203555,-0.25444444602636845,0.06002365622007524,0.036584346019168865,-0.08091166556683045,0.14933766669748857,-0.0780712970840156,-0.08163907425412985,0.04074910484234127,0.09212140534700447,-0.007375753232774695,-0.08889641187365012,-0.049011291062764535,-0.0368462978463915,-0.0033535128262999975,0.02121177125659223,0.12786159228252358,0.1517552035997015,-0.02653013267078831,0.2168891119333099,0.2068572704797877,0.11852182300614197,1.0,-0.08132338190932126,0.22128225655662165,0.0754127089446974,0.0992723639395077,0.22712011587692513,0.0049347018288328475,-0.10664372572141108,0.01256556598028441,0.25602373716668597,0.04084355585950888,0.030604644864485418,-0.04879340767153447,0.020862707612085037,-0.14451626784439053,0.14479627196062228,0.06727069992194902,0.07751774351220464,0.12279409151018619,-0.011574323005751513,0.1883172489071817,-0.09855536571873971
S10,-0.06895205934219067,-0.28045876352775223,-0.045933890885955585,-0.024659498211014125,0.16139206501682377,-0.053288252812002536,0.11170761431820872,-0.0077533271508685424,0.10153400142214809,0.00033451075887146523,0.17933819462657494,0.005240814640205915,0.06096050530321504,0.050117487767703986,0.07679012346653331,-0.1458496780469234,-0.04229222259768734,0.027919812729903955,-0.0861882899316086,0.008227699393487026,0.2630807650395906,-0.0132579830665233,-0.0666101161933514,-0.04141693716445319,-0.07463209677194145,0.05155094976394472,-0.09668465389217257,0.0866779237370209,0.022680478062442652,-0.0037557451408938417,0.039427779464324644,0.06714881381926407,-0.06055851148564692,0.06155463691083934,-0.10065117400184131,-0.05368301576332776,-0.0901606701088213,-0.031198104398685225,-0.08132338190932126,1.0,0.06861421437574083,0.2044070618143866,0.1530153445562994,0.009673629502854547,-0.09459120400456014,0.005655320183843854,0.0006013660168509826,-0.17312884808727358,0.12807656159527436,-0.06791325653210661,-0.014118387360370752,-0.05301455309696493,0.16026460529440886,-0.06936777637216125,-0.045630859185793037,0.11603807403050091,-0.2747322769303085,-0.1305733119519772,-0.09986339192063276,0.20572807808856902
S11,0.058875069332958684,-0.20970215039080373,0.03167402799083789,-0.13530262202096513,0.2701056970179018,-0.16377068497507252,-0.12011613741848723,-0.11760723617827991,0.04740797400979903,-0.10780081468204097,-0.005699151710164875,-0.06482008824119158,0.0008323841243187185,-0.22630327510969273,0.08866577205583098,0.11791787829109829,-0.11511395960661996,-0.07916336500019557,0.12749400721234105,0.12850270053569054,-0.07275927755886398,0.19511874571943497,-0.08007423594404618,-0.027029718039975312,0.2235436564518827,0.2822182660587931,-0.09629461507124842,-0.019486958955974215,0.16250607380180226,0.20312182611150073,0.07112844065039002,-0.1482508126946031,-0.06780970594156974,-0.15790794289326937,0.057596565156089435,0.09192110692465169,0.1491617643218806,-0.04604251808754303,0.22128225655662165,0.06861421437574083,1.0,0.028990067181416036,0.07427276504249013,0.02103280178819996,-0.06993388563411494,-0.004098295365197578,0.04695639709957916,-0.11048185742850618,0.08636256828842921,0.1283924261373141,0.3763979609167758,0.21885841058474553,0.11772741758977184,0.1067227995344457,-0.20425662456060692,-0.10518203436064547,0.05314869695383296,0.016783896381146593,0.21187946087850415,0.12130179875052408
S12,-0.004539969654787085,-0.06582746284372745,0.19023420855914236,-0.07080417840338703,0.06806578797943648,0.016785673050561282,-0.0006491592790774872,-0.022503275418265627,0.1834223386823737,-0.043307023989402546,0.08482608662098479,-0.026892918175667926,-0.09468414722538611,0.022378340928920385,-0.2036590854024866,0.009318922192164526,-0.12537881670731488,-0.15844659603837694,-0.13637232519697381,-0.0014336689184671304,-0.07826724133220393,-0.11736991975986558,-0.2775742322698861,0.11638909470435667,-0.007750332564230748,-0.05670064113055925,0.020576967506241394,-0.09488934821457182,-0.008908872233151998,-0.10381427673922536,0.06580430359777412,0.19762246117711688,0.11176159014334121,0.2447639339866845,-0.03936499849170438,-0.1058601436573758,-0.016911281560551744,0.09294481219821327,0.0754127089446974,0.2044070618143866,0.028990067181416036,1.0,-0.07545201115332924,-0.041012202505522455,-0.006650948658168264,-0.1260135727503605,0.004209545353305227,-0.19591163789262794,-0.19153062813194655,0.0680085708462509,-0.23904385650333865,0.06624502666322166,-0.06926943114462311,-0.1518900127370459,-0.013958415473709414,-0.017380153019008464,-0.19223018718252133,-0.17568084262116265,-0.21112854695004493,0.07418751014762913
S13,-0.20892853588635893,0.020532588933853933,-0.06756589925303377,0.16753682751832355,0.10478989463213693,0.06034431265262346,0.01544827476784744,-0.04195586999954968,-0.05701860933689145,-0.01230108796253762,0.12503584172691748,0.33004392527628024,0.18759060135999264,0.0036082248433129873,0.1007992736056547,-0.07930976806674402,-0.15360813672334134,-0.11916850861199094,-0.0007805157787819273,-0.12227505517150354,-0.08244397024552162,-0.08042310343812784,-0.2651509721330731,-0.033981394469454834,0.04584846754084114,-0.09566862546604656,-0.0044482852012634536,-0.10658091237494281,-0.127264038235817,-0.2711233253919274,-0.14113383386276432,0.08160030585180525,0.19573156405843015,0.010712991395888079,-0.05979975157450745,-0.09896530315517388,-0.12386638423339781,-0.1907705051757605,0.0992723639395077,0.1530153445562994,0.07427276504249013,-0.07545201115332924,1.0,0.1690813945367424,0.13021816537470152,-0.13138904162084525,-0.12386398937445266,0.18503414907435517,0.06484398337811187,-0.13761709063639896,0.02474770405965059,-0.1597466996910791,0.062195831074921666,-0.10810283394951284,0.2990860397258511,0.025054461908699786,0.04528836887002095,-0.028679188217650895,0.05148435207955033,-0.091225177721484
S14,-0.18040947673487007,0.05486860297552786,-0.14085679356354272,0.0758545434421329,-0.12391082740636984,-0.0832321141357342,0.01040654421519957,-0.2070389508399386,-0.2829630400395842,0.05998916833405349,0.24330147358598553,0.13226339591751216,-0.03341749769118653,0.05157533783864518,0.14326221931242958,-0.18604141781495936,-0.18791042967072563,-0.15256599706023627,0.08910366711859047,-0.29636163805054444,-0.06374446478512973,0.08021330742059606,0.1553193523739103,-0.012695934762202208,0.09828583270766875,-0.05499639567269011,0.025148942290874197,-0.08576230285171246,-0.1680154204023093,-0.10334115299357151,0.2407852133462183,-0.11694637155105145,0.1893506441799998,0.1252484139352726,0.12011518067228226,-0.02992623984785732,-0.0056198794969413305,0.045244201641586976,0.22712011587692513,0.009673629502854547,0.02103280178819996,-0.041012202505522455,0.1690813945367424,1.0,0.2000955832823898,-0.013787884823924875,-0.09131639943606776,0.1006367955914917,-0.09865745885662218,0.02020439376472986,0.11997291809240695,-0.010084395089209658,0.035823808200810006,0.1481713074659822,0.06513315361689145,-0.09189570233891113,0.16096105904916896,0.19484316021252007,0.10259198201949626,-0.0025569743318950683
